beat_id,rank,provider,video_id,query,semantic_score,final_score,width,height,duration,contributor,page_url,filename,status,error
B001,1,pixabay,174860,misty mountain river dawn,0.15812056992202997,0.19812056992202998,3840,2160,28.0,Alex_Sochi7777,https://pixabay.com/videos/id-174860/,B001_PIXABAY_174860.mp4,downloaded,
B001,2,pixabay,249876,misty mountain river dawn,0.1439338120520115,0.18313381205201149,3840,2160,14.0,JoshuaWoroniecki,https://pixabay.com/videos/id-249876/,B001_PIXABAY_249876.mp4,downloaded,
B002,1,pexels,8118593,river grass dawn,0.13138824362307788,0.16138824362307788,3840,2160,60.0,Stephen Pierce,https://www.pexels.com/video/peaceful-lake-view-8118593/,B002_PEXELS_8118593.mp4,downloaded,
B003,1,pexels,27247587,birds river sunrise,0.16350828871130943,0.19350828871130943,7680,4320,33.0,Tom Fisk,https://www.pexels.com/video/a-river-with-fog-and-birds-flying-over-it-27247587/,B003_PEXELS_27247587.mp4,downloaded,
B003,2,pexels,8030864,birds river sunrise,0.1559660047739744,0.1859660047739744,1920,1080,16.0,대정 김,https://www.pexels.com/video/bird-in-a-foggy-lake-8030864/,B003_PEXELS_8030864.mp4,downloaded,
B004,1,pixabay,287510,forest stream morning,0.14374214127659798,0.183742141276598,3840,2160,16.0,Thamnguyen_TBVN,https://pixabay.com/videos/id-287510/,B004_PIXABAY_287510.mp4,downloaded,
B004,2,pexels,29170629,forest stream morning,0.1403629095852375,0.1703629095852375,3840,2160,43.0,Tom Fisk,https://www.pexels.com/video/serene-aerial-panorama-of-lush-forest-at-sunrise-29170629/,B004_PEXELS_29170629.mp4,downloaded,
B005,1,pixabay,364783,silhouette river dawn,0.14755899788439275,0.18755899788439276,3840,2160,15.0,Motionwell,https://pixabay.com/videos/id-364783/,B005_PIXABAY_364783.mp4,downloaded,
B005,2,pexels,10378647,lone walker blue hour,0.1340771970897913,0.1640771970897913,4096,2160,23.0,cottonbro studio,https://www.pexels.com/video/man-in-jacket-on-sidewalk-at-night-10378647/,B005_PEXELS_10378647.mp4,downloaded,
B006,1,pixabay,169249,mountain river first light,0.1235764678195119,0.1635764678195119,4096,2160,30.0,Leolo212,https://pixabay.com/videos/id-169249/,B006_PIXABAY_169249.mp4,downloaded,
B007,1,pixabay,26981,dew new leaves morning,0.15403969153761865,0.19403969153761866,3840,2160,27.0,Windbird,https://pixabay.com/videos/id-26981/,B007_PIXABAY_26981.mp4,downloaded,
B007,2,pixabay,14206,dew new leaves morning,0.13075878997147083,0.17075878997147084,1920,1080,48.0,DerNaut,https://pixabay.com/videos/id-14206/,B007_PIXABAY_14206.mp4,downloaded,
B008,1,pexels,29716414,birds misty valley dawn,0.1469828122854233,0.17698281228542329,3840,2160,30.0,Tom Fisk,https://www.pexels.com/video/serene-river-bend-at-sunrise-in-misty-valley-29716414/,B008_PEXELS_29716414.mp4,downloaded,
B008,2,pixabay,179799,birds misty valley dawn,0.1358962246775627,0.17589622467756272,3840,2160,21.0,Matthias_Groeneveld,https://pixabay.com/videos/id-179799/,B008_PIXABAY_179799.mp4,downloaded,
B009,1,pixabay,50746,open Bible river sunrise,0.12614414212107658,0.1661441421210766,1920,1080,34.0,Matthias_Groeneveld,https://pixabay.com/videos/id-50746/,B009_PIXABAY_50746.mp4,downloaded,
B009,2,pexels,27199757,open Bible river sunrise,0.14338926762342452,-0.16161073237657547,3840,2160,33.0,Tom Fisk,https://www.pexels.com/video/a-river-with-birds-flying-over-it-at-sunrise-27199757/,B009_PEXELS_27199757.mp4,downloaded,
B010,1,pexels,5541847,morning reflection stream,0.14273479968309402,0.17273479968309402,3840,2160,21.0,K,https://www.pexels.com/video/foggy-river-5541847/,B010_PEXELS_5541847.mp4,downloaded,
B010,2,pexels,5582318,golden river ripples,0.13615619480609895,0.16615619480609894,4096,2160,30.0,vasanth babu,https://www.pexels.com/video/calm-ocean-view-5582318/,B010_PEXELS_5582318.mp4,downloaded,
B011,1,pexels,14949314,stream leaves morning,0.18309077002108098,0.21309077002108098,3840,2160,30.0,I Am Sorin,https://www.pexels.com/video/a-river-streaming-between-trees-in-the-forest-14949314/,B011_PEXELS_14949314.mp4,downloaded,
B011,2,pexels,10551806,stream leaves morning,0.17589565278962255,0.20589565278962255,3840,2160,60.0,I Am Sorin,https://www.pexels.com/video/crystal-clear-stream-flowing-in-autumn-forest-10551806/,B011_PEXELS_10551806.mp4,downloaded,
B012,1,pixabay,184481,forest river morning drone,0.17339572716504337,0.21339572716504338,3840,2160,33.0,Matthias_Groeneveld,https://pixabay.com/videos/id-184481/,B012_PIXABAY_184481.mp4,downloaded,
B012,2,pixabay,216058,winding river sunrise aerial,0.1489783750474453,0.1889783750474453,3840,2160,33.0,Drone_Aventura,https://pixabay.com/videos/id-216058/,B012_PIXABAY_216058.mp4,downloaded,
B013,1,pexels,29581749,river golden dawn,0.15902686804533006,0.18902686804533006,3840,2160,59.0,Aaron Burden,https://www.pexels.com/video/aerial-view-of-serene-river-and-misty-landscape-29581749/,B013_PEXELS_29581749.mp4,downloaded,
B013,2,pexels,2711145,mountain river sunrise,0.15875214166939258,0.18875214166939258,3840,2160,16.0,K,https://www.pexels.com/video/drone-footage-of-the-thick-fog-on-a-mountain-forest-2711145/,B013_PEXELS_2711145.mp4,downloaded,
B014,1,pixabay,213670,steady tree gentle wind,0.14239739641547203,0.18239739641547204,3840,2160,17.0,JoshuaWoroniecki,https://pixabay.com/videos/id-213670/,B014_PIXABAY_213670.mp4,downloaded,
B014,2,pexels,36303858,riverbank tree morning,0.14913751907646658,0.17913751907646658,3840,2160,22.0,Magda Ehlers,https://www.pexels.com/video/serene-riverside-trees-at-sunrise-36303858/,B014_PEXELS_36303858.mp4,downloaded,
B015,1,pexels,28798458,wet leaves first light,0.1601519697755575,0.1869519697755575,3840,2160,11.0,Zaonar Saizainalin,https://www.pexels.com/video/lush-green-leaves-with-raindrops-in-a-forest-28798458/,B015_PEXELS_28798458.mp4,downloaded,
B015,2,pixabay,217708,gentle rain leaves morning,0.14649686194956302,0.18649686194956303,3840,2160,28.0,YanaHD,https://pixabay.com/videos/id-217708/,B015_PIXABAY_217708.mp4,downloaded,
B016,1,pexels,13202926,still water forest dawn,0.15005917973816396,0.18005917973816396,3840,2160,42.0,Marc Espejo,https://www.pexels.com/video/trees-on-lakeshore-13202926/,B016_PEXELS_13202926.mp4,downloaded,
B016,2,pexels,27722635,still water forest dawn,0.15003594899177553,0.18003594899177552,3840,2160,15.0,AP Vibes,https://www.pexels.com/video/a-reflection-of-trees-in-a-pond-27722635/,B016_PEXELS_27722635.mp4,downloaded,
B017,1,pexels,12052212,mountain river dawn aerial,0.15178264359136423,0.18178264359136423,2560,1440,15.0,Connor Scott McManus,https://www.pexels.com/video/drone-footage-of-a-river-on-a-misty-morning-12052212/,B017_PEXELS_12052212.mp4,downloaded,
