beat_id,rank,origin,asset_id,provider,video_id,query,semantic_score,final_score,width,height,duration,contributor,page_url,filename,status,error
B010,2,online,pexels:17992784,pexels,17992784,forest trail first light,0.15020466201007368,0.18020466201007368,3840,2160,37.0,Sacha Moreau,https://www.pexels.com/video/a-picnic-table-in-the-woods-with-the-sun-shining-through-17992784/,B010_PEXELS_17992784.mp4,downloaded,
B011,1,online,pexels:4095050,pexels,4095050,cedar beside trail,0.17047145915031434,0.1996714591503143,3840,2160,14.0,WeStarMoney  Rec,https://www.pexels.com/video/running-through-the-woods-on-a-dirt-path-4095050/,B011_PEXELS_4095050.mp4,downloaded,
B011,2,online,pexels:7157038,pexels,7157038,cedar beside trail,0.16017563302069904,0.19017563302069904,3840,2160,60.0,I Am Sorin,https://www.pexels.com/video/forest-in-autumn-7157038/,B011_PEXELS_7157038.mp4,downloaded,
B012,1,online,pexels:11675458,pexels,11675458,river valley drone morning,0.16906723022460937,0.19906723022460937,3840,2160,25.0,Sergei Skrynnik,https://www.pexels.com/video/aerial-view-of-a-river-in-the-mountains-in-altai-11675458/,B012_PEXELS_11675458.mp4,downloaded,
B012,2,online,pexels:18934396,pexels,18934396,forest river aerial first light,0.1645604194700718,0.1945604194700718,3840,2160,63.0,Tom Fisk,https://www.pexels.com/video/aerial-view-of-a-river-and-fog-in-the-morning-18934396/,B012_PEXELS_18934396.mp4,downloaded,
B014,1,online,pexels:3626773,pexels,3626773,moss close up sunrise,0.14736842778325082,0.17736842778325082,1920,1080,21.0,The Marc Knight,https://www.pexels.com/video/dormant-moss-on-plant-stem-due-to-lack-of-water-3626773/,B014_PEXELS_3626773.mp4,downloaded,
B014,2,online,pexels:5909382,pexels,5909382,moss close up sunrise,0.14708512812852859,0.17708512812852858,3840,2160,24.0,Yaroslav Shuraev,https://www.pexels.com/video/moss-on-the-ground-5909382/,B014_PEXELS_5909382.mp4,downloaded,
B015,1,online,pexels:6278330,pexels,6278330,forest stream soft sunrise,0.1646283892542124,0.19462838925421239,3840,2160,19.0,Ambient_Nature_ Atmosphere,https://www.pexels.com/video/beautiful-lake-by-the-forest-6278330/,B015_PEXELS_6278330.mp4,downloaded,
B015,2,online,pexels:38773227,pexels,38773227,forest stream soft sunrise,0.16331194508075714,0.19091194508075712,3840,2160,12.0,Zulfugar Karimov,https://www.pexels.com/video/quiet-forest-river-at-sunrise-38773227/,B015_PEXELS_38773227.mp4,downloaded,
B016,1,online,pexels:19365181,pexels,19365181,path through trees morning,0.16376561649143695,0.19376561649143695,3840,2160,35.0,David Pickup |  Advertising & Marketing  🇬🇧,https://www.pexels.com/video/dog-walking-in-the-snow-19365181/,B016_PEXELS_19365181.mp4,downloaded,
B016,2,online,pexels:32033447,pexels,32033447,path through trees morning,0.15400578320026398,0.18400578320026398,3840,2160,33.0,Justin Stretch,https://www.pexels.com/video/peaceful-sunlit-woodland-path-in-spring-32033447/,B016_PEXELS_32033447.mp4,downloaded,
B017,1,online,pexels:26776945,pexels,26776945,forest valley aerial soft sunrise,0.15601351276040076,0.18601351276040076,3840,2160,27.0,Aditya  Banerjee,https://www.pexels.com/video/mist-covered-hills-26776945/,B017_PEXELS_26776945.mp4,downloaded,
B017,2,online,pexels:35695269,pexels,35695269,winding trail drone morning,0.1557092198729515,0.1857092198729515,4096,2160,16.0,Anil  Sharma,https://www.pexels.com/video/aerial-view-of-scenic-mountain-roadway-35695269/,B017_PEXELS_35695269.mp4,downloaded,
B018,1,online,pexels:6508498,pexels,6508498,dew forest leaves,0.1714812209457159,0.2014812209457159,3840,2160,18.0,Tima Miroshnichenko,https://www.pexels.com/video/close-up-shot-of-leaves-with-water-6508498/,B018_PEXELS_6508498.mp4,downloaded,
B018,2,online,pexels:7230923,pexels,7230923,ferns morning breeze,0.15865468099713326,0.18865468099713326,3840,2160,16.0,Taryn Elliott,https://www.pexels.com/video/close-up-shot-of-fern-leaf-7230923/,B018_PEXELS_7230923.mp4,downloaded,
B019,1,online,pexels:6621098,pexels,6621098,water reflections forest,0.17378921903669833,0.20218921903669831,4096,2160,13.0,https://kaboompics.com/,https://www.pexels.com/video/close-up-video-of-a-puddle-6621098/,B019_PEXELS_6621098.mp4,downloaded,
B019,2,online,pexels:18637358,pexels,18637358,forest stream soft sunrise,0.15462493573874236,0.18462493573874236,3840,2160,15.0,Matias Luge,https://www.pexels.com/video/a-river-in-the-woods-with-trees-and-water-18637358/,B019_PEXELS_18637358.mp4,downloaded,
B020,1,online,pexels:4334531,pexels,4334531,treetops mist aerial,0.17830745331943035,0.20830745331943035,3840,2160,17.0,K,https://www.pexels.com/video/drone-shot-of-a-forest-field-4334531/,B020_PEXELS_4334531.mp4,downloaded,
B020,2,online,pexels:8396833,pexels,8396833,treetops mist aerial,0.17326780831813812,0.2000678083181381,4096,2160,11.0,Mikhail Nilov,https://www.pexels.com/video/birds-eye-view-of-a-dense-forest-on-a-cloudy-day-8396833/,B020_PEXELS_8396833.mp4,downloaded,
B021,1,online,pexels:33627855,pexels,33627855,path through trees morning,0.1492315856218338,0.1760315856218338,3840,2160,11.0,Alex Moliski,https://www.pexels.com/video/woman-hiking-through-lush-green-forest-33627855/,B021_PEXELS_33627855.mp4,downloaded,
B021,2,online,pexels:19971387,pexels,19971387,path through trees morning,0.13987019747495652,0.16987019747495652,3840,2160,25.0,Sarowar Hussain,https://www.pexels.com/video/beautiful-trees-19971387/,B021_PEXELS_19971387.mp4,downloaded,
B022,1,online,pexels:33458366,pexels,33458366,forest sky soft sunrise,0.1592275732755661,0.1892275732755661,3840,2160,40.0,Ahto Palmre,https://www.pexels.com/video/aerial-view-of-serene-forest-at-sunrise-33458366/,B022_PEXELS_33458366.mp4,downloaded,
B022,2,online,pexels:30853174,pexels,30853174,forest sky soft sunrise,0.15537739634513856,0.18537739634513856,3840,2160,47.0,Piotrek Wilk,https://www.pexels.com/video/aerial-view-of-forest-at-sunrise-30853174/,B022_PEXELS_30853174.mp4,downloaded,
B023,1,online,pexels:33458345,pexels,33458345,sunrise through forest,0.15295474506914616,0.18295474506914616,3840,2160,22.0,Ahto Palmre,https://www.pexels.com/video/serene-sunrise-over-misty-forest-landscape-33458345/,B023_PEXELS_33458345.mp4,downloaded,
B023,2,online,pexels:33237395,pexels,33237395,golden rays forest mist,0.15088274903595447,0.18088274903595447,3840,2160,47.0,_ MARROS _,https://www.pexels.com/video/serene-misty-forest-with-sunbeams-33237395/,B023_PEXELS_33237395.mp4,downloaded,
B024,1,online,pexels:34566264,pexels,34566264,woodland route wide,0.15160392722487448,0.17840392722487447,3840,2160,11.0,Zsolt Oltványi,https://www.pexels.com/video/scenic-autumn-railway-tracks-in-forest-34566264/,B024_PEXELS_34566264.mp4,downloaded,
B024,2,online,pexels:10274063,pexels,10274063,woodland route wide,0.13950320571660996,0.16950320571660996,3840,2160,41.0,mark soetebier,https://www.pexels.com/video/a-time-lapse-video-of-a-moving-car-on-the-road-10274063/,B024_PEXELS_10274063.mp4,downloaded,
B025,1,online,pexels:34527573,pexels,34527573,path through trees morning,0.14056085325777531,0.1705608532577753,3840,2160,26.0,Agnieszka Taggart,https://www.pexels.com/video/serene-pathway-through-jacaranda-trees-at-sunset-34527573/,B025_PEXELS_34527573.mp4,downloaded,
B025,2,online,pexels:4572677,pexels,4572677,woodland route wide,0.1368300151526928,0.1668300151526928,1920,1080,26.0,Street Donkey,https://www.pexels.com/video/a-trail-in-the-forest-4572677/,B025_PEXELS_4572677.mp4,downloaded,
B026,1,online,pexels:27645984,pexels,27645984,path through trees morning,0.1426739540398121,0.1726739540398121,1920,1080,20.0,AP Vibes,https://www.pexels.com/video/a-puddle-in-the-woods-with-trees-and-a-path-27645984/,B026_PEXELS_27645984.mp4,downloaded,
B026,2,online,pexels:31984979,pexels,31984979,path through trees morning,0.1375912302583456,0.1643912302583456,3840,2160,11.0,Israyosoy S.,https://www.pexels.com/video/serene-sunlight-in-forest-canopy-31984979/,B026_PEXELS_31984979.mp4,downloaded,
B027,1,online,pexels:4220800,pexels,4220800,dew forest leaves,0.1458409686088562,0.1758409686088562,1920,1080,301.0,Hinata Japan,https://www.pexels.com/video/video-of-a-wet-tree-branch-4220800/,B027_PEXELS_4220800.mp4,downloaded,
B027,2,online,pexels:38270290,pexels,38270290,ferns morning breeze,0.14509007409711677,0.17509007409711677,2560,1440,20.0,Elder Bejarano,https://www.pexels.com/video/lush-greenery-and-ferns-in-sunlight-38270290/,B027_PEXELS_38270290.mp4,downloaded,
B028,1,online,pexels:28962347,pexels,28962347,dew forest leaves,0.13822403248399495,0.16822403248399495,3840,2160,20.0,Karl  Byron,https://www.pexels.com/video/dewy-leaves-in-lush-greenery-shot-28962347/,B028_PEXELS_28962347.mp4,downloaded,
B028,2,online,pexels:2692693,pexels,2692693,dew forest leaves,0.13605073136091234,0.16605073136091233,1920,1080,56.0,Akash Pawar,https://www.pexels.com/video/droplets-of-water-on-the-tree-leaves-cause-by-the-rain-2692693/,B028_PEXELS_2692693.mp4,downloaded,
B029,1,online,pexels:31807899,pexels,31807899,path through trees morning,0.17226315155625344,0.16726315155625343,3840,2160,25.0,Matthias Groeneveld,https://www.pexels.com/video/sunlit-forest-pathway-in-serene-woodland-31807899/,B029_PEXELS_31807899.mp4,downloaded,
B029,2,online,pexels:4932093,pexels,4932093,woodland route wide,0.1333299239873886,0.16252992398738858,1920,1080,14.0,Declan Conor,https://www.pexels.com/video/an-aerial-footage-of-railways-4932093/,B029_PEXELS_4932093.mp4,downloaded,
B030,1,online,pexels:35214756,pexels,35214756,forest stream soft sunrise,0.16330718934535982,0.19330718934535981,3840,2160,21.0,Acres of Film,https://www.pexels.com/video/tranquil-autumn-stream-with-fallen-leaves-35214756/,B030_PEXELS_35214756.mp4,downloaded,
B030,2,online,pexels:19551069,pexels,19551069,forest stream soft sunrise,0.15221212808787823,0.17741212808787823,3840,2160,9.0,Kmeel.com Videos,https://www.pexels.com/video/a-river-in-the-woods-with-trees-and-sun-19551069/,B030_PEXELS_19551069.mp4,downloaded,
B031,1,online,pexels:29513151,pexels,29513151,footsteps trail morning,0.15140848957002162,0.18140848957002162,3840,2160,62.0,Roman S,https://www.pexels.com/video/serene-snowy-forest-trail-in-winter-29513151/,B031_PEXELS_29513151.mp4,downloaded,
B031,2,online,pexels:37762801,pexels,37762801,back view forest soft sunrise,0.1455987539887428,0.1731987539887428,1920,1080,12.0,Kurtis Dunn-monk,https://www.pexels.com/video/morning-forest-walk-during-sunrise-37762801/,B031_PEXELS_37762801.mp4,downloaded,
B032,1,online,pexels:35544622,pexels,35544622,winding trail drone morning,0.1606752948462963,0.1906752948462963,3840,2160,26.0,Adem Albayrak,https://www.pexels.com/video/misty-forest-road-with-atmospheric-fog-35544622/,B032_PEXELS_35544622.mp4,downloaded,
B032,2,online,pexels:37474094,pexels,37474094,winding trail drone morning,0.15454448848962785,0.18454448848962784,3840,2160,33.0,潇阳 刘,https://www.pexels.com/video/aerial-drone-view-of-rocky-terrain-37474094/,B032_PEXELS_37474094.mp4,downloaded,
B033,1,online,pexels:5847998,pexels,5847998,steady tree forest morning,0.14737574994564057,0.17737574994564057,4096,2160,17.0,KATRIN  BOLOVTSOVA,https://www.pexels.com/video/sun-shining-through-the-forest-5847998/,B033_PEXELS_5847998.mp4,downloaded,
B033,2,online,pexels:35575293,pexels,35575293,cedar beside trail,0.13822950772941112,0.16822950772941112,3840,2160,58.0,Engin Akyurt,https://www.pexels.com/video/majestic-tall-forest-trees-under-clear-sky-35575293/,B033_PEXELS_35575293.mp4,downloaded,
B034,1,online,pexels:38053795,pexels,38053795,moss close up sunrise,0.15263814419507982,0.18263814419507982,3840,2160,47.0,Engin Akyurt,https://www.pexels.com/video/macro-view-of-moss-covered-rock-surface-38053795/,B034_PEXELS_38053795.mp4,downloaded,
B034,2,online,pexels:7741195,pexels,7741195,ferns morning breeze,0.14477837559580803,0.173978375595808,3840,2160,14.0,ArtHouse Studio,https://www.pexels.com/video/vegetation-growing-on-tree-trunk-7741195/,B034_PEXELS_7741195.mp4,downloaded,
B035,1,online,pexels:14942311,pexels,14942311,forest stream soft sunrise,0.1596890138089657,0.1896890138089657,3840,2160,30.0,I Am Sorin,https://www.pexels.com/video/river-with-flowing-water-14942311/,B035_PEXELS_14942311.mp4,downloaded,
B035,2,online,pexels:10870559,pexels,10870559,forest stream soft sunrise,0.14940317016839982,0.17940317016839982,1920,1080,40.0,Richard Wilson,https://www.pexels.com/video/water-flowing-in-river-in-forest-10870559/,B035_PEXELS_10870559.mp4,downloaded,
B036,1,online,pexels:38641587,pexels,38641587,flock treetops sunrise,0.15440524607896805,0.18440524607896805,3840,2160,51.0,Ruben Boekeloo,https://www.pexels.com/video/serene-sky-with-birds-flying-over-tree-canopy-38641587/,B036_PEXELS_38641587.mp4,downloaded,
B036,2,online,pexels:38495833,pexels,38495833,flock treetops sunrise,0.15080889254808427,0.18080889254808427,3840,2160,31.0,Mr Pixel,https://www.pexels.com/video/aerial-view-of-frankfurt-skyline-at-dawn-38495833/,B036_PEXELS_38495833.mp4,downloaded,
B037,1,online,pexels:38339853,pexels,38339853,forest bridge river morning,0.153353468477726,0.183353468477726,3840,2160,27.0,Yasin Onuş,https://www.pexels.com/video/scenic-springtime-walk-across-forest-bridge-38339853/,B037_PEXELS_38339853.mp4,downloaded,
B037,2,online,pexels:19872896,pexels,19872896,forest bridge river morning,0.14660343617200852,0.17660343617200852,3840,2160,18.0,Jozef Papp,https://www.pexels.com/video/aerial-view-of-a-bridge-over-a-river-19872896/,B037_PEXELS_19872896.mp4,downloaded,
B038,1,online,pexels:13180804,pexels,13180804,woodland route wide,0.1498331759572029,0.1098331759572029,1920,1080,42.0,Matthias Groeneveld,https://www.pexels.com/video/walking-on-footpath-in-forest-13180804/,B038_PEXELS_13180804.mp4,downloaded,
B038,2,online,pexels:31807856,pexels,31807856,forest trail soft sunrise,0.14613835853338242,0.0711383585333824,1920,1080,30.0,Matthias Groeneveld,https://www.pexels.com/video/serene-forest-pathway-at-sunrise-31807856/,B038_PEXELS_31807856.mp4,downloaded,
B039,1,online,pexels:3779637,pexels,3779637,winding trail drone morning,0.13946798411011696,0.16946798411011696,1920,1080,18.0,Taryn Elliott,https://www.pexels.com/video/aerial-footage-of-a-road-between-mountains-3779637/,B039_PEXELS_3779637.mp4,downloaded,
B039,2,online,pexels:27298103,pexels,27298103,forest valley aerial soft sunrise,0.13472621206939223,0.1639262120693922,3840,2160,14.0,Agung Pandit Wiguna,https://www.pexels.com/video/a-foggy-landscape-with-rocks-and-trees-27298103/,B039_PEXELS_27298103.mp4,downloaded,
B040,1,online,pexels:11617529,pexels,11617529,Bible beside river sunrise,0.15919908225536347,0.18919908225536347,3840,2160,51.0,Dmitry Marchenkov,https://www.pexels.com/video/river-in-winter-11617529/,B040_PEXELS_11617529.mp4,downloaded,
B040,2,online,pexels:31626509,pexels,31626509,Bible beside river sunrise,0.1516358369588852,0.1816358369588852,3840,2160,27.0,David Kanigan,https://www.pexels.com/video/serene-sunrise-over-stamford-s-cove-island-park-31626509/,B040_PEXELS_31626509.mp4,downloaded,
B041,1,online,pexels:19711802,pexels,19711802,forest stream warm sunrise,0.1487961087822914,0.1787961087822914,1920,1080,51.0,Anton Atanasov,https://www.pexels.com/video/a-stream-flowing-through-a-forest-in-the-sun-19711802/,B041_PEXELS_19711802.mp4,downloaded,
B041,2,online,pexels:10320369,pexels,10320369,forest stream warm sunrise,0.14860645212233067,0.17860645212233067,3840,2160,73.0,Justin Stretch,https://www.pexels.com/video/stream-in-forest-10320369/,B041_PEXELS_10320369.mp4,downloaded,
B042,1,online,pexels:5833097,pexels,5833097,forest trail warm sunrise,0.1311656815558672,0.1611656815558672,4096,2160,25.0,KATRIN  BOLOVTSOVA,https://www.pexels.com/video/walkway-through-the-woods-5833097/,B042_PEXELS_5833097.mp4,downloaded,
B042,2,online,pexels:31807935,pexels,31807935,forest trail warm sunrise,0.13386516436934473,0.023865164369344716,3840,2160,49.0,Matthias Groeneveld,https://www.pexels.com/video/tranquil-sunlight-through-forest-trees-at-dawn-31807935/,B042_PEXELS_31807935.mp4,downloaded,
B043,1,online,pexels:10397245,pexels,10397245,forest stream warm sunrise,0.13149922095239164,0.16149922095239164,3840,2160,22.0,Олеся Ронжанина,https://www.pexels.com/video/sunlight-over-stream-in-forest-10397245/,B043_PEXELS_10397245.mp4,downloaded,
